name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
FIFA WORLD CUP GERMANY 2006,GBA,2006,Sports,0.02,0.01,0.0,0.0,57.0,69.0,E,Nintendo,Everyone,0.03
CRASH TIME AUTOBAHN PUSUIT,X360,2008,Racing,0.03,0.0,0.0,0.0,,,,Xbox,Pending,0.03
EARTHWORM JIM 2,GBA,2002,Platform,0.02,0.01,0.0,0.0,45.0,57.0,E,Nintendo,Everyone,0.03
ANGLER'S CLUB ULTIMATE BASS FISHING 3D,3DS,2011,Sports,0.0,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.03
DUNGEON MAKER HUNTING GROUND,PSP,2006,Role-Playing,0.03,0.0,0.0,0.0,70.0,64.0,E10+,PlayStation,Everyone 10y+,0.03
ZOO TYCOON,PC,2001,Strategy,0.0,0.03,0.0,0.0,,,,PC,Pending,0.03
SUPER HERO GENERATION,PS3,2014,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
TAMAGOTCHI NO DOKI DOKI DREAM OMISECCHI,3DS,2013,Simulation,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
MOTOGP,PSP,2006,Racing,0.03,0.0,0.0,0.0,69.0,71.0,E,PlayStation,Everyone,0.03
TOUSHIN TOSHI,3DS,2014,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
TRINE 2,WiiU,2012,Platform,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
SUUJIN TAISEN,DS,2007,Strategy,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
STREET SUPREMACY,PSP,2005,Racing,0.03,0.0,0.0,0.0,41.0,,E,PlayStation,Everyone,0.03
DRIV3R,GBA,2005,Racing,0.02,0.01,0.0,0.0,,54.0,M,Nintendo,Mature,0.03
BEST FRIENDS TONIGHT,DS,2010,Misc,0.03,0.0,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
APACHE AIR ASSAULT,PC,2010,Simulation,0.0,0.03,0.0,0.0,64.0,75.0,T,PC,Teens,0.03
FRITZ CHESS,PS3,2009,Strategy,0.0,0.03,0.0,0.01,,,,PlayStation,Pending,0.04
RIVER KING MYSTIC VALLEY (JP SALES),DS,2007,Sports,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
WINNING POST WORLD,PS2,2009,Sports,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
CALL OF JUAREZ BOUND IN BLOOD,PC,2009,Shooter,0.0,0.03,0.0,0.0,78.0,80.0,M,PC,Mature,0.03
ATELIER SOPHIE THE ALCHEMIST OF THE MYSTERIOUS BOOK,PS3,2015,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RED FACTION GUERRILLA,PC,2009,Shooter,0.0,0.03,0.0,0.01,82.0,75.0,M,PC,Mature,0.04
HACK SEKAI NO MUKOU NI + VERSUS,PS3,2012,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
MEDAROT 9 KABUTO VER / KUWAGATA VER,3DS,2015,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
DISNEY SPORTS SOCCER,GC,2002,Sports,0.03,0.01,0.0,0.0,75.0,,E,Nintendo,Everyone,0.04
CLASH OF ELEMENTALISTS,3DS,2013,Action,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
RUGBY 15,PSV,2015,Sports,0.0,0.03,0.0,0.01,,,E,PlayStation,Everyone,0.04
COOKING MAMA 5 BON APPETIT!,3DS,2013,Simulation,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
LEGEND OF THE DRAGON,PSP,2007,Fighting,0.03,0.0,0.0,0.0,38.0,,T,PlayStation,Teens,0.03
MAME GOMA HONOBO NO NIKKI,DS,2007,Simulation,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
F1 2016 (CODEMASTERS),PC,2016,Racing,0.0,0.03,0.0,0.0,,,,PC,Pending,0.03
DISNEY'S HIDE & SNEAK,GC,2003,Action,0.03,0.01,0.0,0.0,,,,Nintendo,Pending,0.04
DEUS EX MANKIND DIVIDED,PC,2016,Role-Playing,0.0,0.03,0.0,0.0,83.0,61.0,M,PC,Mature,0.03
SUPER ROBOT TAISEN OG SAGA MASOU KISHIN III - PRIDE OF JUSTICE,PSV,2013,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
NOBUNAGA NO YABOU KAKUSHIN WITH POWER-UP KIT,PS2,2008,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
ASTONISHIA STORY,PSP,2006,Role-Playing,0.03,0.0,0.0,0.0,48.0,49.0,E10+,PlayStation,Everyone 10y+,0.03
RAW DANGER!,PS2,2006,Action,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
MONSTER RANCHER HOP-A-BOUT,PS,2000,Action,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
3DS CLASSIC COLLECTION,3DS,2016,Misc,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
PRINCE OF PERSIA THE FORGOTTEN SANDS,PC,2010,Action,0.0,0.03,0.0,0.0,75.0,66.0,T,PC,Teens,0.03
CUSTOM BEAT BATTLE DRAGLADE 2,DS,2008,Fighting,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
GOTOUCHI KENKEI DS,DS,2006,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
THE SIMS 2 GLAMOUR LIFE STUFF,PC,2006,Simulation,0.0,0.03,0.0,0.01,,67.0,T,PC,Teens,0.04
ACCEL WORLD GINYOKU NO KAKUSEI,PS3,2012,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
ELF BOWLING 1 & 2,GBA,2005,Sports,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
TURBO SUPER STUNT SQUAD,DS,2013,Sports,0.0,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.03
GAME OF THRONES (TELLTALE),XOne,2015,Adventure,0.03,0.0,0.0,0.0,,,,Xbox,Pending,0.03
GUNGRIFFON ALLIED STRIKE,XB,2004,Simulation,0.02,0.01,0.0,0.0,55.0,,T,Xbox,Teens,0.03
BATMAN A TELLTALE GAME SERIES,X360,2016,Adventure,0.01,0.02,0.0,0.0,,,,Xbox,Pending,0.03
MYSTERY CASE FILES RAVENHEARST,PC,2007,Puzzle,0.01,0.02,0.0,0.01,,,E10+,PC,Everyone 10y+,0.04
STACKED WITH DANIEL NEGREANU,PSP,2006,Misc,0.03,0.0,0.0,0.0,63.0,,T,PlayStation,Teens,0.03
VITAMIN X EVOLUTION,DS,2008,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SARU! GET YOU! SARUSARU DAISAKUSEN,PSP,2007,Platform,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
MIDNIGHT MYSTERIES THE EDGAR ALLAN POE CONSPIRACY,PC,2009,Adventure,0.0,0.03,0.0,0.01,,,T,PC,Teens,0.04
BARBIE AND HER SISTERS PUPPY RESCUE,3DS,2015,Action,0.0,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.03
ARTHUR AND THE INVISIBLES,DS,2007,Adventure,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
THE FLINTSTONES BIG TROUBLE IN BEDROCK,GBA,2001,Platform,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
RACE ON,PC,2009,Racing,0.0,0.03,0.0,0.01,73.0,82.0,E,PC,Everyone,0.04
POPCAP ARCADE VOL 2,X360,2009,Misc,0.03,0.0,0.0,0.0,67.0,,E10+,Xbox,Everyone 10y+,0.03
SEKAI NO HATE MADE ITTE Q! CHINJUU HUNTER MONO NO DAIBOUKEN,DS,2010,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SUMMON NIGHT 6 LOST BORDERS,PS4,2016,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SILVERLICIOUS,DS,2012,Action,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
SMART GIRL'S WINTER WONDERLAND,DS,2008,Misc,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
BEATMANIA IIDX 14 GOLD,PS2,2008,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BIG ICHIGEKI! PACHI-SLOT TAIKOURYKU UNIVERSAL MUSEUM,SAT,1996,Misc,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
TORIKO ULTIMATE SURVIVAL,3DS,2013,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SONG OF THE DEEP,PC,2016,Action,0.03,0.0,0.0,0.0,73.0,63.0,E,PC,Everyone,0.03
VEGAS CASINO,DS,2007,Misc,0.03,0.0,0.0,0.0,,,T,Nintendo,Teens,0.03
THE BINDING OF ISAAC,PC,2012,Action,0.0,0.03,0.0,0.0,84.0,83.0,,PC,Pending,0.03
MADOU MONOGATARI,SAT,1998,Role-Playing,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
MAXIMUM RACING GP CLASSIC RACING,Wii,2010,Racing,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
TOGAINU NO CHI TRUE BLOOD,PS2,2008,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
CASTLEVANIA LORDS OF SHADOW - REVERIE,PS3,2011,Action,0.02,0.0,0.0,0.01,,,,PlayStation,Pending,0.03
ONNA NO KO TO MISSHITSU NI ITARA **SHICHAU KAMOSHIRENAI,3DS,2012,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
TORK PREHISTORIC PUNK,XB,2005,Platform,0.02,0.01,0.0,0.0,62.0,62.0,E,Xbox,Everyone,0.03
CHICKEN SHOOT 2,GBA,2005,Adventure,0.02,0.01,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
TOKYO XANADU EX+,PS4,2016,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
AIRSHIP Q,PSV,2015,Platform,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
A GOOD LIBRARIAN LIKE A GOOD SHEPHERD LIBRARY PARTY,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
OVERLORD II,PC,2009,Action,0.0,0.03,0.0,0.0,79.0,81.0,T,PC,Teens,0.03
FLIPPER CRITTERS,DS,2007,Simulation,0.03,0.0,0.0,0.0,60.0,,E,Nintendo,Everyone,0.03
RIVER CITY SUPER SPORTS CHALLENGE,DS,2010,Sports,0.01,0.0,0.02,0.0,,,T,Nintendo,Teens,0.03
SEA PARK TYCOON,DS,2010,Simulation,0.02,0.01,0.0,0.0,,,E,Nintendo,Everyone,0.03
UNDERGROUND POOL,DS,2007,Sports,0.03,0.0,0.0,0.0,40.0,,E,Nintendo,Everyone,0.03
PACHINKO KAMEN RIDER SHOCKER ZENMETSU DAISAKUSEN,PS2,2008,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
ACCEL WORLD GINYOKU NO KAKUSEI,PSP,2012,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
TRAVEL COACH EUROPE 1,DS,2008,Misc,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
JIKANDIA THE TIMELESS LAND,PSP,2010,Role-Playing,0.03,0.0,0.0,0.0,60.0,72.0,T,PlayStation,Teens,0.03
CLASSIC DUNGEON FUYOKU NO MASOUJIN,PSP,2010,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RAMPO,SAT,1995,Adventure,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
TOY SHOP,DS,2008,Simulation,0.03,0.0,0.0,0.0,31.0,54.0,E,Nintendo,Everyone,0.03
DIRT RALLY,PC,2016,Racing,0.0,0.03,0.0,0.0,86.0,87.0,E,PC,Everyone,0.03
TRIALS FUSION,PC,2014,Racing,0.0,0.03,0.0,0.0,80.0,68.0,E10+,PC,Everyone 10y+,0.03
SUPERCAR CHALLENGE,PS3,2009,Racing,0.0,0.03,0.0,0.01,65.0,78.0,,PlayStation,Pending,0.04
MY PET SHOP (JP SALES),DS,2008,Simulation,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
PRISON ARCHITECT,PS4,2016,Action,0.01,0.01,0.0,0.01,80.0,80.0,M,PlayStation,Mature,0.03
HALLOWED LEGENDS SAMHAIN,PC,2011,Adventure,0.0,0.03,0.0,0.01,,,,PC,Pending,0.04
EXSTETRA,PSV,2013,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
DODGE RACING CHARGER VS CHALLENGER,DS,2009,Racing,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
HAKUOKI ZUISOUROKU OMOKAGE HANA,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BEASTLY,Wii,2011,Misc,0.03,0.0,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
GOKUJOU!! MECHA MOTE IINCHOU MM MY BEST FRIEND!,DS,2010,Simulation,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
ROME TOTAL WAR - GOLD EDITION,PC,2006,Strategy,0.0,0.03,0.0,0.01,,86.0,T,PC,Teens,0.04
BREATH OF FIRE III,PSP,2005,Role-Playing,0.0,0.02,0.0,0.01,,97.0,T,PlayStation,Teens,0.03
BIKER MICE FROM MARS,DS,2007,Racing,0.03,0.0,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
ATELIER SHALLIE PLUS ALCHEMISTS OF THE DUSK SEA,PSV,2016,Role-Playing,0.0,0.0,0.03,0.0,,,T,PlayStation,Teens,0.03
HIIRO NO KAKERA 2 HISUI NO SHIZUKU,PS2,2007,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SUMMER ATHLETICS 2009,X360,2009,Sports,0.0,0.03,0.0,0.0,,,,Xbox,Pending,0.03
PRIPARA & PRETTY RHYTHM PRIPARA DE TSUKAERU OSHARE ITEM 1450!,3DS,2015,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
JOJO'S BIZARRE ADVENTURE EYES OF HEAVEN,PS3,2015,Fighting,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PRO YAKYUU SPIRITS 5 KANZENBAN,PS3,2008,Sports,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RUGBY WORLD CUP 2015,X360,2015,Sports,0.0,0.03,0.0,0.0,,80.0,E,Xbox,Everyone,0.03
SORCERY SAGA THE CURSE OF THE GREAT CURRY GOD,PSV,2013,Role-Playing,0.0,0.0,0.03,0.0,65.0,73.0,T,PlayStation,Teens,0.03
CABELA'S BIG GAME HUNTER PRO HUNTS,PS3,2014,Shooter,0.03,0.0,0.0,0.01,,59.0,T,PlayStation,Teens,0.04
HAJIME NO IPPO THE FIGHTING! (2014),PS3,2014,Sports,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GAME OF THRONES (TELLTALE),X360,2015,Adventure,0.02,0.0,0.0,0.0,,,,Xbox,Pending,0.02
DANCE FACTORY,PS2,2006,Action,0.02,0.01,0.0,0.0,56.0,58.0,E,PlayStation,Everyone,0.03
TOTALLY SPIES!,GBA,2005,Platform,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
JIG-A-PIX WILD WORLD,DS,2009,Puzzle,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
DRAGONHEART FIRE & STEEL,PS,1996,Action,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
CHAOSHEAD - LOVE CHU*CHU!,X360,2010,Adventure,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
NISHIJIN PACHINKO MONOGATARI 2,SNES,1996,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
THE WALKING DEAD SEASON ONE,PC,2012,Adventure,0.0,0.03,0.0,0.01,,,,PC,Pending,0.04
HYPERDIMENSION NEPTUNIA REBIRTH 2,PSV,2014,Action,0.02,0.01,0.0,0.01,,,,PlayStation,Pending,0.04
ROADKILL,GC,2003,Action,0.02,0.01,0.0,0.0,64.0,,M,Nintendo,Mature,0.03
THE LEGEND OF HEROES III SONG OF THE OCEAN,PSP,2006,Role-Playing,0.03,0.0,0.0,0.0,58.0,61.0,E10+,PlayStation,Everyone 10y+,0.03
COMBAT MISSION SHOCK FORCE,PC,2007,Strategy,0.0,0.03,0.0,0.0,62.0,33.0,T,PC,Teens,0.03
TOP GUN HARD LOCK,PS3,2012,Action,0.0,0.02,0.0,0.01,,78.0,T,PlayStation,Teens,0.03
ALIA'S CARNIVAL! SACRAMENT,PSV,2015,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
F1 2002,GC,2002,Racing,0.02,0.01,0.0,0.0,72.0,78.0,E,Nintendo,Everyone,0.03
MUSHIHIMESAMA FUTARI VER 15,X360,2009,Shooter,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
POCKET FIGHTER,SAT,1998,Fighting,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
TOARU MAJUTSU NO KAGAKU NO ENSEMBLE,PSP,2013,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
OJYOUSAMA EXPRESS,SAT,1998,Strategy,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
STARSKY & HUTCH,GBA,2003,Racing,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
SITTING DUCKS,GBA,2003,Platform,0.02,0.01,0.0,0.0,35.0,,E,Nintendo,Everyone,0.03
BROTHERS CONFLICT BRILLIANT BLUE,PSP,2013,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GARFIELD A TALE OF TWO KITTIES,DS,2006,Platform,0.03,0.0,0.0,0.0,59.0,,E,Nintendo,Everyone,0.03
MEN OF WAR,PC,2009,Strategy,0.01,0.02,0.0,0.0,80.0,81.0,M,PC,Mature,0.03
EYESHIELD 21 FIELD SAIKYOU NO SENSHI TACHI,Wii,2007,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
BAD APPLE WARS,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
TO LOVERU TROUBLE WAKU WAKU! RINKANGAKKOU-HEN,DS,2008,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
HOUSE MD,DS,2010,Adventure,0.02,0.0,0.0,0.0,,,T,Nintendo,Teens,0.02
THINKSMART FAMILY!,Wii,2010,Misc,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
ULTIMATE BLOCK PARTY,PSP,2004,Puzzle,0.03,0.0,0.0,0.0,76.0,,E,PlayStation,Everyone,0.03
LAST ESCORT CLUB KATZE,PSP,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RENAI REVENGE,PSV,2015,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
STACKED WITH DANIEL NEGREANU,XB,2006,Misc,0.02,0.01,0.0,0.0,61.0,,T,Xbox,Teens,0.03
MAHJONG 300,DS,2011,Puzzle,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
SHIN KOIHIME MUSOU OTOME RYOURAN * SANGOKUSHI ENGI - WEI-HEN,PSP,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
KONAMI CLASSICS SERIES ARCADE HITS,DS,2007,Misc,0.01,0.0,0.02,0.0,76.0,,E10+,Nintendo,Everyone 10y+,0.03
WRC 5 FIA WORLD RALLY CHAMPIONSHIP,PSV,2015,Sports,0.0,0.02,0.0,0.01,,,,PlayStation,Pending,0.03
INFINITE STRATOS 2 IGNITION HEARTS,PSV,2014,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
OTOMETEKI KOI KAKUMEI * LOVE REVO,PS2,2006,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GUITAR HERO WORLD TOUR,PC,2009,Misc,0.0,0.03,0.0,0.01,,78.0,T,PC,Teens,0.04
SUPER MEAT BOY ULTRA EDITION!,PC,2011,Platform,0.0,0.02,0.0,0.01,,,,PC,Pending,0.03
DR MUTO,GC,2002,Platform,0.02,0.01,0.0,0.0,63.0,,T,Nintendo,Teens,0.03
SUPER HEROINE CHRONICLE,PS3,2014,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
OTOMEDIUS GORGEOUS,X360,2008,Shooter,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
EGG MANIA EGGSTREME MADNESS,PS2,2002,Puzzle,0.02,0.01,0.0,0.0,64.0,,E,PlayStation,Everyone,0.03
ALTER EGO,PC,1985,Simulation,0.0,0.03,0.0,0.01,59.0,58.0,T,PC,Teens,0.04
KINIRO NO CORDA 3,PS2,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
ZERO ESCAPE VIRTUE'S LAST REWARD,3DS,2012,Adventure,0.03,0.0,0.0,0.0,88.0,88.0,M,Nintendo,Mature,0.03
DARKSTALKERS RESURRECTION,PS3,2013,Fighting,0.0,0.0,0.03,0.0,80.0,73.0,T,PlayStation,Teens,0.03
TRANSFORMERS DEVASTATION,PC,2015,Action,0.0,0.03,0.0,0.0,74.0,76.0,T,PC,Teens,0.03
MOTOGP 15,XOne,2015,Racing,0.0,0.03,0.0,0.0,65.0,,,Xbox,Pending,0.03
HIGHSCHOOL TERRA STORY,SAT,1998,Adventure,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
SUMMER ATHLETICS THE ULTIMATE CHALLENGE,X360,2008,Sports,0.02,0.01,0.0,0.0,48.0,,E,Xbox,Everyone,0.03
THE GOLF CLUB,XOne,2014,Sports,0.03,0.0,0.0,0.0,64.0,54.0,E,Xbox,Everyone,0.03
EMERGENCY! DISASTER RESCUE SQUAD,DS,2009,Simulation,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
NEVERWINTER NIGHTS,PC,2002,Role-Playing,0.0,0.03,0.0,0.0,91.0,82.0,T,PC,Teens,0.03
SUGGOI! ARCANA HEART 2,PS2,2009,Fighting,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
CRAZY MACHINES,DS,2008,Puzzle,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
EBIKORE PHOTO KANO KISS,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
EAST INDIA COMPANY COLLECTION,PC,2010,Misc,0.0,0.03,0.0,0.0,,,T,PC,Teens,0.03
MOTHER GOOSE NO HIMITSU NO YAKATA,PSP,2011,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
FAST & FURIOUS SHOWDOWN,X360,2013,Action,0.0,0.03,0.0,0.0,,,,Xbox,Pending,0.03
WINNING POST 7 2009,PSP,2009,Sports,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PUZZLE & ACTION TANT-R,GEN,1994,Misc,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
CODE LYOKO QUEST FOR INFINITY,PSP,2008,Action,0.03,0.0,0.0,0.0,,,E10+,PlayStation,Everyone 10y+,0.03
THE VOICE,PS3,2014,Action,0.02,0.0,0.0,0.01,,,,PlayStation,Pending,0.03
DIGIMON WORLD 4,XB,2005,Role-Playing,0.02,0.01,0.0,0.0,54.0,88.0,E,Xbox,Everyone,0.03
GUILTY GEAR XX ACCENT CORE PLUS,Wii,2009,Fighting,0.01,0.02,0.0,0.0,76.0,73.0,T,Nintendo,Teens,0.03
KEKKAISHI KOKUBOUROU SHUURAI,DS,2008,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
GALLEON ISLANDS OF MYSTERY,XB,2004,Action,0.02,0.01,0.0,0.0,67.0,70.0,T,Xbox,Teens,0.03
MONTESSORI MUSIC,DS,2008,Misc,0.01,0.02,0.0,0.0,,,E,Nintendo,Everyone,0.03
WORLD SPORTS COMPETITION,PS3,2009,Sports,0.02,0.0,0.0,0.01,,,,PlayStation,Pending,0.03
SHUGO CHARA! AMUNONIJIRO CHARA CHANGE,DS,2008,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
RENAI 0 KILOMETER,PSP,2013,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SUNNY GARCIA SURFING,PS2,2001,Sports,0.02,0.01,0.0,0.0,61.0,79.0,E,PlayStation,Everyone,0.03
FAR EAST OF EDEN SHINDEN,NG,1995,Fighting,0.0,0.0,0.03,0.0,,,,Other,Pending,0.03
TANTEI JINGUUJI SABURO DS KIENAI KOKORO,DS,2008,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
LOCK ON MODERN AIR COMBAT,PC,2003,Simulation,0.0,0.03,0.0,0.01,76.0,75.0,E,PC,Everyone,0.04
MOTORHEAD,PS,1998,Racing,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
MAX & THE MAGIC MARKER,Wii,2011,Platform,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
AO NO KANATA NO FOUR RHYTHM,PSV,2016,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
STORMLOVER,PSP,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GLORIA UNION,PSP,2011,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GENSOU SUIKODEN I & II,PSP,2006,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
WORMS WMD,PS4,2016,Action,0.01,0.02,0.0,0.0,78.0,76.0,E10+,PlayStation,Everyone 10y+,0.03
SHAUN WHITE SKATEBOARDING,PC,2010,Sports,0.0,0.03,0.0,0.01,,73.0,T,PC,Teens,0.04
EYESHIELD 21 DEVILBATS DEVILDAYS,GBA,2006,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
GOTOUCHI TETSUDOU GOTOUCHI CHARA TO NIHON ZENKOKU NO TABI,WiiU,2014,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
JYUZAENGI ENGETSU SANGOKUDEN,PSP,2012,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RATATOUILLE,PC,2007,Action,0.01,0.01,0.0,0.0,,79.0,E,PC,Everyone,0.02
SHIN SANGOKU MUSOU ONLINE KAMISHOU RANBU,PS3,2010,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
RABBIDS LAND,WiiU,2012,Misc,0.01,0.01,0.0,0.0,52.0,52.0,E10+,Nintendo,Everyone 10y+,0.02
DANCING BLADE II TEARS OF EDEN,PS,1999,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
KOKORO NO KOKORON,DS,2011,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
HIIRO NO KAKERA 3 AOIKURO NO KUSABI,PS2,2008,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BEATMANIA IIDX 13 DISTORTED,PS2,2007,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GUILD WARS,PC,2005,Role-Playing,0.03,0.0,0.0,0.0,89.0,84.0,T,PC,Teens,0.03
GO! GO! HYPERGRIND,GC,2003,Sports,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
